starname,ra_act,dec_act,x_act_mx1,x_act_mx2,x_act_mx3,x_act_my3,x_act_my4,x_act_px1,x_act_px2,x_act_px3,x_act_py1,x_act_py2,x_act_py3,x_act_py4,x_img_mx1,x_img_mx2,x_img_mx3,x_img_my3,x_img_my4,x_img_px1,x_img_px2,x_img_px3,x_img_py1,x_img_py2,x_img_py3,x_img_py4,y_act_mx1,y_act_mx2,y_act_mx3,y_act_my3,y_act_my4,y_act_px1,y_act_px2,y_act_px3,y_act_py1,y_act_py2,y_act_py3,y_act_py4,y_img_mx1,y_img_mx2,y_img_mx3,y_img_my3,y_img_my4,y_img_px1,y_img_px2,y_img_px3,y_img_py1,y_img_py2,y_img_py3,y_img_py4,v_global_x,v_global_y,v_global_z,err_mag_mx3,err_r_mx3,err_ang_mx3,err_mag_py3,err_r_py3,err_ang_py3,err_mag_my3,err_r_my3,err_ang_my3,err_mag_px1,err_r_px1,err_ang_px1,err_mag_px3,err_r_px3,err_ang_px3,err_mag_mx2,err_r_mx2,err_ang_mx2,err_mag_my4,err_r_my4,err_ang_my4,err_mag_px2,err_r_px2,err_ang_px2,err_mag_py4,err_r_py4,err_ang_py4,err_mag_py2,err_r_py2,err_ang_py2,err_mag_mx1,err_r_mx1,err_ang_mx1,err_mag_py1,err_r_py1,err_ang_py1
alpha Mus,189.296,-69.135,248.601,812.696,900.4,625.765,632.088,,354.521,,,,896.162,566.839,248.737,813.3,900.66,627.91,632.77,,355.21,,,,896.04,568.57,606.458,582.653,882.704,924.291,619.829,,755.819,,,,626.629,775.806,607.248,584.56,884.38,926.03,622.75,,758.158,,,,627.85,778.67,-0.3514897137372113,-0.05753345165768156,-0.9344222188482498,1.696047169155429,188.47058125872056,,1.2270798670013399,189.6704882157474,,2.7613666906080474,212.24553941131484,,,,,,,,2.000366216471281,183.0258003670521,,2.9995608011841184,186.44316935731382,,2.4383687169909742,404.2922273108896,,3.3464693334915707,191.8899523164253,,,,,0.801620858012136,532.9723385627063,,,,
alpha Pic,102.048,-61.941,,,,,,,,,,1186.941,,,,,,,,,,,,1187.82,,,,,,,,,,,,833.517,,,,,,,,,,,,832.84,,,-0.09818302949339451,0.4600194887330108,-0.8824636891710155,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1094908742300957,434.5535387038057,,,,,,,
alpha TrA,252.166,-69.028,,1481.427,,,,,,,,,,,,1481.37,,,,,,,,,,,,309.431,,,,,,,,,,,,312.58,,,,,,,,,,,-0.10961412071459678,-0.34071323782532364,-0.933755446629657,,,,,,,,,,,,,,,,3.1495158358071498,849.0193067887208,,,,,,,,,,,,,,,,,,,
alpha Vol,135.612,-66.396,,227.466,1360.755,1083.781,63.992,,,,,742.802,515.936,558.576,,229.14,1361.25,1087.55,69.05,,,,,744.66,513.53,563.78,,304.227,429.589,1383.936,937.668,,,,,1002.36,104.153,1422.551,,305.76,432.33,1382.13,943.59,,,,,1004.07,108.47,1422.86,-0.2861428222957883,0.28009437773188856,-0.9163347776940407,2.785337681502875,684.9403414896805,114.01482829619978,4.942198397474586,695.9463354311164,114.01482829619978,4.17935365816287,703.7648182454136,114.01482829619978,,,114.01482829619978,,,114.01482829619978,2.269882155531422,697.9697108041295,114.01482829619978,7.7880323574058306,714.5700319772724,114.01482829619978,,,114.01482829619978,5.213165736862725,691.6305429924273,114.01482829619978,2.525126531483111,245.0198165455195,114.01482829619978,,,114.01482829619978,,,114.01482829619978
alpha1 centaurus,219.901,-60.835,598.132,1246.733,556.558,285.466,1051.82,,339.283,,,,1177.908,573.62,597.955,1246.49,556.54,286.45,1049.27,,342.09,,,,1179.52,572.78,941.584,789.84,1220.261,581.892,385.711,,1245.9,,,,1014.84,294.102,943.154,792.02,1221.2,586.29,386.45,,1246.482,,,,1013.84,299.02,-0.3738543223672181,-0.31260182012245996,-0.873219930889964,0.9391725081156006,504.3408089774216,,1.8969828676085239,491.0250869354844,,4.5067349600347235,503.7638401076441,,,,,,,,2.1935015386362853,488.07459522085355,,2.6549239160472626,472.36951150555853,,2.866700716851976,641.3911259317515,,4.989220780843449,496.8965574443035,,,,,1.5799458851492743,244.59267924653835,,,,
alpha1 crucis,186.65,-63.099,121.295,751.616,751.631,744.474,744.481,773.677,150.704,773.671,146.243,146.231,756.607,756.591,120.765,752.08,752.18,745.53,745.88,774.591,151.004,774.422,143.46,150.27,757.45,757.42,764.349,763.374,763.373,774.285,774.276,772.754,773.261,772.745,90.948,1418.752,755.91,755.855,765.241,764.97,764.91,775.68,775.82,773.833,773.969,774.044,97.49,1423.75,757.7,757.78,-0.4494062274131528,-0.05239554605689976,-0.8917896329940581,1.6321060014593822,9.10222500271227,,1.9785724651880714,2.728094573140684,,1.749617386744826,21.376466031596504,,1.4140852166683133,20.812812640294425,,1.500467260555827,20.83732276469317,,1.6620806237965904,9.218313294741055,,2.0835395364620033,21.25668835919654,,0.7689369284929418,608.6679997970979,,2.095916505970537,2.699036865254023,,6.426003812635064,901.3263867212587,,1.0375760213111433,638.7607997568417,,7.109349688965922,904.3022291800457,
alpha1_cen,219.902,-60.834,,,,,,950.027,,,,,,,,,,,,952.61,,,,,,,,,,,,1234.938,,,,,,,,,,,,1237.218,,,,,,,-0.37386055800981344,-0.31261812147765433,-0.8732114253079682,,,,,,,,,,3.445328576493064,515.2727041324817,,,,,,,,,,,,,,,,,,,,,,,,,
alpha_mus,189.296,-69.136,,,,,,962.631,,661.876,,,,,,,,,,963.605,,661.944,,,,,,,,,,755.324,,619.866,,,,,,,,,,755.832,,620.614,,,,,-0.35147361912215785,-0.05753081721712489,-0.9344284349972993,,,,,,,,,,1.0985171823872986,204.13795641428376,,0.7510845491687793,169.72475992618166,,,,,,,,,,,,,,,,,,,,,,
beta Aps,250.77,-77.518,,1242.075,1166.172,,521.618,,,,,,1482.342,,,1242.58,1165.42,,518.33,,,,,,1480.16,,,143.515,1437.522,,15.308,,,,,,445.861,,,146.62,1439.21,,21.31,,,,,,444.11,,-0.0711857614699191,-0.20407355012522618,-0.9763639554506478,1.8479307346327332,791.6923206018864,,2.79769994817171,786.6522025012071,,,,,,,,,,,3.145798785682262,780.3769478912099,,6.8436063592231475,776.5870492095526,,,,,,,,,,,,,,,,
beta Car,138.3,-69.717,,339.755,1352.686,967.29,103.061,1053.138,,141.048,,749.865,629.56,482.548,,341.34,1353.03,971.27,107.18,1053.021,,141.682,,752.32,627.1,487.59,,272.147,545.589,1376.841,826.982,201.653,,826.17,,1112.424,129.384,1334.386,,273.87,548.21,1375.71,833.02,194.161,,828.65,,1114.09,133.01,1335.45,-0.25882762044249996,0.2306069979093236,-0.9379918312071392,2.643478201158454,630.0169243758456,119.47001130483225,4.381720666587436,640.3276349651013,119.47001130483225,4.137579123110497,651.5836838043139,119.47001130483225,7.492913518785561,636.995103876003,119.47001130483225,2.559757019718885,621.675802668883,119.47001130483225,2.341143737577849,640.8543379739268,119.47001130483225,7.309145298870475,656.4499773783224,119.47001130483225,,,119.47001130483225,5.153043760730147,636.9092954259656,119.47001130483225,2.9669143904063024,354.6626855196356,119.47001130483225,,,119.47001130483225,,,119.47001130483225
beta Cen,210.956,-60.373,458.483,1112.609,554.198,430.036,1016.605,848.586,231.636,1043.857,551.169,,1035.734,676.735,458.846,1112.5,554.41,430.68,1015.2,850.214,233.809,1043.64,547.56,,1037.48,675.97,952.767,841.441,1076.121,578.683,524.789,1133.024,1148.957,523.878,54.535,,996.147,394.845,953.78,843.38,1077.16,582.28,525.26,1135.884,1150.174,521.76,58.31,,995.98,398.76,-0.42393738642353224,-0.2542843859143072,-0.8692620683502579,1.0604079403701054,378.11345347659886,,1.7539683577534515,364.95982080223575,,3.654195533903442,373.5365053110606,,3.290894103431599,387.1613943202499,,2.129087363167647,370.48056251306906,,1.9420612760672218,362.82896025537985,,1.481845471025885,346.77206865605547,,2.4905858748494687,654.9635117752745,,3.989041238192417,370.2844967048985,,,,,1.0760752761772001,357.96305132792685,,5.2225957147763316,732.5202930294834,
beta Cha,184.586,-79.312,,827.515,1205.457,499.595,370.316,,,,,,1066.608,260.104,,828.5,1205.28,503.74,370.49,,,,,,1064.59,263.77,,252.267,1009.843,1232.326,416.368,,,,,,343.939,900.377,,254.65,1011.87,1234.13,421.96,,,,,,344.71,904.37,-0.1848670503765721,-0.014828586638811894,-0.982651660917215,2.0347132476101453,512.2601148830543,,2.1602696590935246,514.9083920465853,,4.5205575983500275,539.1537948489281,,,,,,,,2.5785488166796333,509.5434451545815,,5.594706426614343,515.0359518519072,,,,,5.420664627146785,516.4644709948594,,,,,,,,,,
beta Cir,229.378,-58.801,,1424.143,497.173,116.491,1152.378,,,,,,1334.405,497.491,,1423.66,496.93,117.5,1148.41,,,,,,1336.25,496.12,,787.933,1388.393,523.458,240.271,,,,,,1097.705,132.932,,790.33,1389.18,528.93,240.8,,,,,,1095.7,138.97,-0.33725990213854196,-0.39318223996055673,-0.8553733013071546,0.8236613381724627,682.2315642800471,116.5026404723193,2.7247109938486367,667.5859513950245,116.5026404723193,5.564248826211838,682.1484625065133,116.5026404723193,,,116.5026404723193,,,116.5026404723193,2.4451785210900616,664.8751721187971,116.5026404723193,4.003106918382119,648.3060065277817,116.5026404723193,,,116.5026404723193,6.191694840671662,674.1116415698515,116.5026404723193,,,116.5026404723193,,,116.5026404723193,,,116.5026404723193
beta Cru,191.93,-59.689,148.408,815.679,621.435,722.944,875.603,694.899,60.63,903.997,266.393,,757.9,834.507,148.15,815.91,622.04,723.32,876.64,696.645,60.707,905.087,264.16,,759.47,834.44,901.392,878.574,784.037,644.148,788.524,877.398,885.591,786.607,196.064,,887.289,649.574,902.253,880.11,785.36,645.94,789.07,879.517,887.233,788.003,201.62,,888.86,651.54,-0.4937924431723259,-0.10432844958459059,-0.8632986723453134,1.4547693975334945,139.87133802176916,89.27484165386883,2.2210225122677705,129.36000347866417,89.27484165386883,1.8310215727839405,119.1841684117483,89.27484165386883,2.7456651288895473,135.48000337319164,89.27484165386883,1.7711340999484682,148.3509203813714,89.27484165386883,1.5532729959669602,133.1497660531178,89.27484165386883,1.171957763744123,120.81458728150338,89.27484165386883,1.643804428756596,710.3712945622169,89.27484165386883,1.9671413269005402,131.42056612265836,89.27484165386883,,,89.27484165386883,0.8988242319830961,627.7955411668675,89.27484165386883,5.987939962958898,746.0508092616749,89.27484165386883
beta Crv,188.597,-23.397,,,,,,,,,515.524,,,,,,,,,,,,521.03,,,,,,,,,,,,1358.997,,,,,,,,,,,,1361.26,,,,-0.9074634865632119,-0.13719234800150523,-0.39709983657057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.952915672172698,647.288991486801,
beta Dor,83.406,-62.49,,,,,,,,,,1463.001,,,,,,,,,,,,1464.41,,,,,,,,,,,,942.975,,,,,,,,,,,,940.79,,,0.053041812617567824,0.4588478336120008,-0.8869302293325086,,,99.79681404901201,,,99.79681404901201,,,99.79681404901201,,,99.79681404901201,,,99.79681404901201,,,99.79681404901201,,,99.79681404901201,,,99.79681404901201,,,99.79681404901201,2.5999049982644666,727.8490037088737,99.79681404901201,,,99.79681404901201,,,99.79681404901201
beta Hya,178.227,-33.908,,,24.141,1440.075,,,,,142.986,,,,,,26.29,1435.45,,,,,147.13,,,,,,58.516,46.827,,,,,1091.546,,,,,,59.52,45.94,,,,,1096.73,,,,-0.829537071129427,0.025677962253783878,-0.557860995120205,2.3719647973779128,1013.6907341492276,118.4175496649769,,,118.4175496649769,4.709288056596231,982.8917926709938,118.4175496649769,,,118.4175496649769,,,118.4175496649769,,,118.4175496649769,,,118.4175496649769,,,118.4175496649769,,,118.4175496649769,,,118.4175496649769,,,118.4175496649769,6.636760655621063,699.0858958668813,118.4175496649769
beta Lup,224.633,-43.134,,,,,,,,,1092.408,,,,,,,,,,,,1090.28,,,,,,,,,,,,374.942,,,,,,,,,,,,374.48,,,,-0.5193105592546304,-0.5127000709356367,-0.6837069403693632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.177573879343635,507.59807801054563,
beta Men,75.68,-71.314,,,,,,,,,,1401.882,,,,,,,,,,,,1405.0,,,,,,,,,,,,1252.197,,,,,,,,,,,,1250.34,,,0.07924228689071387,0.31042710452255945,-0.9472885900009932,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6291008528283566,810.9217937631223,,,,,,,
beta Mus,191.57,-68.108,259.249,834.781,860.18,616.675,673.303,939.934,330.691,702.716,,,898.952,589.22,259.191,835.31,860.45,618.62,673.86,940.69,331.241,704.004,,,899.06,590.68,648.206,617.433,891.535,883.982,621.917,789.438,790.634,621.795,,,667.622,741.211,648.911,619.32,893.14,885.85,624.54,790.498,793.042,621.377,,,668.76,744.1,-0.36528189830129454,-0.07478230658605611,-0.9278883237734333,1.627551842492309,167.48299047963053,,1.14311329272302,166.4654354513272,,2.696747856215035,189.2392583477329,,1.301973886066942,183.82244722557695,,1.3541299789902126,148.8548593261235,,1.9597474327066262,159.36620877714316,,2.681488019738233,159.83870369844723,,2.4700129554316286,429.5705260431633,,3.2369616926988543,169.5209497377832,,,,,0.7073817922451094,512.3856188477581,,,,
beta Pyx,130.026,-35.308,,,,,,,,,,559.923,,,,,,,,,,,,556.48,,,,,,,,,,,,5.701,,,,,,,,,,,,8.59,,,-0.5248348864537961,0.6248977537975772,-0.5779715730550887,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.494504422069239,777.8707787929817,,,,,,,
beta TrA,238.786,-63.431,,1473.374,679.676,,1008.286,,,,,,1478.683,283.758,,1473.04,679.15,,1003.64,,,,,,1479.36,283.54,,576.203,1507.59,,77.811,,,,,,935.632,176.394,,578.95,1508.57,,80.0,,,,,,933.06,183.38,-0.2317941298826602,-0.3825266267477291,-0.8943963669318789,1.112239182909911,753.367100024948,,2.6596076778351896,740.4873349355813,,,,,,,,,,,2.767230565023527,736.0282834918777,,5.135857961431513,722.0281085941184,,,,,6.989400546541874,747.2965783408887,,,,,,,,,,
beta Vol,126.434,-66.137,,151.182,1491.23,1118.101,,,,,,851.679,,,,153.09,1491.64,1122.55,,,,,,853.32,,,,192.367,396.578,1515.378,,,,,,964.17,,,,193.95,399.55,1513.11,,,,,,965.29,,,-0.24026144997530263,0.3254781567389456,-0.914515393605588,3.000147329715707,815.838821152806,,,,,4.993738579461156,836.500648296222,,,,,,,,2.479183938315252,829.2043720338188,,,,,,,,,,,1.98677653499337,226.16745234449627,,,,,,,
chi Car,119.195,-52.982,,,,,,,,,,906.448,,,,,,,,,,,,905.81,,,,,,,,,,,,543.162,,,,,,,,,,,,544.05,,,-0.2936777963606016,0.5255822394915384,-0.7984464048737651,,,162.3598478445481,,,162.3598478445481,,,162.3598478445481,,,162.3598478445481,,,162.3598478445481,,,162.3598478445481,,,162.3598478445481,,,162.3598478445481,,,162.3598478445481,1.0934294673182632,260.43294453659274,162.3598478445481,,,162.3598478445481,,,162.3598478445481
chi Cen,211.512,-41.18,,1264.443,,,,,,,867.395,,,,,1263.42,,,,,,,867.16,,,,,1477.79,,,,,,,601.046,,,,,1479.16,,,,,,,601.83,,,,-0.6416527992530336,-0.39339021809349606,-0.6584267776443313,,,,,,,,,,,,,,,,1.7098037899127905,878.5475980275629,,,,,,,,,,,,,,,,,0.8184625831398731,190.92015215791125,
chi Oct,283.697,-87.606,,,,,158.2,,,,,,1386.058,,,,,,156.66,,,,,,1382.01,,,,,,68.451,,,,,,93.031,,,,,,76.92,,,,,,92.49,,0.009890847349068435,-0.0405831211038974,-0.9991272098287504,,,112.55795608852077,4.083991307532369,912.3711088148286,112.55795608852077,,,112.55795608852077,,,112.55795608852077,,,112.55795608852077,,,112.55795608852077,8.607877845322806,910.6764090498887,112.55795608852077,,,112.55795608852077,,,112.55795608852077,,,112.55795608852077,,,112.55795608852077,,,112.55795608852077
delta Cen,182.09,-50.722,,595.185,461.628,1014.44,953.113,379.209,,981.924,151.645,,445.631,1153.904,,595.38,462.8,1013.25,956.25,380.448,,983.373,151.88,,448.34,1152.99,,1129.433,491.059,482.965,1113.683,778.314,,1109.749,529.219,,1001.919,745.191,,1130.42,492.37,483.48,1112.52,781.35,,1112.633,535.1,,1005.08,745.03,-0.6326625489591898,-0.023088114326618253,-0.7740833534712537,1.7584950952447957,399.2359288691337,,4.1630039634860285,396.3963698118337,,1.296659168787301,374.9347981983001,,3.2790878304797344,379.681236307511,,3.2275465914530628,418.1172512800686,,1.0060785257623668,405.6069782437182,,3.3456446314573927,404.14562090909754,,,,,0.9280716567162233,393.75596630400406,,,,,,,,5.885693332140206,647.7325253528651,
delta Cir,229.236,-60.957,738.689,1386.307,568.303,131.29,1080.406,,,,,,1330.636,457.185,738.546,1385.94,568.05,132.67,1076.65,,,,,,1332.08,456.3,921.604,726.281,1373.815,594.557,235.396,,,,,,1025.663,193.242,922.751,728.7,1374.71,599.8,236.47,,,,,,1023.79,199.23,-0.3169824407780646,-0.36769450812788373,-0.8742556153271046,0.9300720402205354,644.3108307331175,114.10007640836051,2.365008456644513,630.6322704238976,114.10007640836051,5.421572557846971,646.8538775488635,114.10007640836051,,,114.10007640836051,,,114.10007640836051,2.446681425931958,627.1967104505571,114.10007640836051,3.9065345256376633,611.6735268098498,114.10007640836051,,,114.10007640836051,6.053046257877157,637.0500081626245,114.10007640836051,,,114.10007640836051,1.1558797515311987,164.59027649590965,114.10007640836051,,,114.10007640836051
delta Cru,183.786,-58.749,,683.187,658.307,850.789,806.563,633.272,,835.625,132.041,32.625,637.508,898.072,,683.58,659.08,851.08,808.68,635.05,,836.729,130.4,36.06,638.97,898.36,,887.764,656.487,680.218,902.12,760.797,,899.548,253.215,1308.105,832.283,766.095,,889.13,657.97,681.22,902.76,762.215,,901.414,259.62,1313.7,834.62,767.22,-0.5176559925296418,-0.03425562991433437,-0.8549028162413104,1.6723689784255802,142.80237147890782,,2.75663073334096,142.02286893314047,,1.0434006900516044,120.47678116550095,,2.27420491600904,124.47961168400234,,2.1681263800802846,161.5670196450996,,1.4214095117171486,150.22577441970466,,2.2116258725199933,151.4664979459154,,,,,1.1612790362354806,139.0744333082109,,6.565306542728979,911.3194135976695,,,,,6.6118761331409965,803.5215145843949,
delta Dor,86.193,-65.735,,,,,,,,,,1375.736,,,,,,,,,,,,1377.59,,,,,,,,,,,,1021.006,,,,,,,,,,,,1019.29,,,0.027285856242009746,0.4100507035681866,-0.9116544863885526,,,108.57358902030816,,,108.57358902030816,,,108.57358902030816,,,108.57358902030816,,,108.57358902030816,,,108.57358902030816,,,108.57358902030816,,,108.57358902030816,,,108.57358902030816,2.5262565190414334,670.467070183167,108.57358902030816,,,108.57358902030816,,,108.57358902030816
delta Lup,230.343,-40.648,,,,,,,,,1255.231,,,,,,,,,,,,1252.67,,,,,,,,,,,,343.901,,,,,,,,,,,,342.35,,,,-0.48421140914688343,-0.5841268921537388,-0.6514100744652357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.994047761810015,645.9340302229014,
delta Mus,195.568,-71.549,,884.676,942.163,533.732,615.941,,,,,,992.941,472.406,,885.26,942.25,536.33,615.96,,,,,,992.49,474.35,,511.949,974.598,966.915,520.125,,,,,,598.908,739.904,,514.04,976.26,969.08,523.54,,,,,,599.63,743.43,-0.30488220192250176,-0.08494111643229586,-0.9485946709159409,1.6642755180558635,283.5180066591891,,0.851284323830758,282.5646067716196,,3.381838109667685,306.1513111191915,,,,,,,,2.171022109514257,275.8009956472239,,3.415052854642187,276.18988612909055,,,,,4.026389449618571,285.6024639249459,,,,,,,,,,
delta Oct,216.729,-83.668,,974.287,1302.615,306.751,327.095,,,,,,1270.193,55.6,,975.25,1302.09,311.87,325.91,,,,,,1267.42,59.76,,95.48,1201.606,1332.118,205.658,,,,,,276.181,832.482,,98.3,1203.64,1334.81,212.36,,,,,,275.93,837.85,-0.08839400370863934,-0.06595648337592626,-0.993899513235135,2.100662038501321,701.1877406943164,,2.7843365457500813,701.300699628911,,5.783686108356878,728.9404728782728,,,,,,,,2.979894125635939,695.5095272532218,,6.8059554068477395,698.1135063154128,,,,,6.791246130129601,704.1127680279629,,,,,,,,,,
delta Pic,92.575,-54.969,,,,,,,,,,1405.819,,,,,,,,,,,,1405.64,,,,,,,,,,,,652.932,,,,,,,,,,,,651.12,,,-0.025789034400601648,0.5734399503876203,-0.8188415896888288,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8208198702782197,655.166485711838,,,,,,,
delta TrA,243.859,-63.686,,,,,,,,,,,,206.781,,,,,,,,,,,,206.74,,,,,,,,,,,,146.379,,,,,,,,,,,,153.91,-0.19530555105617584,-0.39794719527999795,-0.8963781409067418,,,,,,,,,,,,,,,,,,,,,,,,,7.531111604537489,819.9285735355245,,,,,,,,,,
delta Vel,131.176,-54.708,,,1366.798,1507.736,,,,,,699.731,97.42,,,,1367.88,1510.62,,,,,,699.63,95.38,,,,6.37,1386.207,,,,,,635.723,35.207,,,,9.55,1382.0,,,,,,637.7,42.0,,-0.3803715410960455,0.4348623144537211,-0.8162182662696128,3.3590361712848393,965.6869197105241,,7.09270392727625,977.6817602880807,,5.100618099799246,975.544721886188,,,,,,,,,,,,,,,,,,,,1.9795782379083562,135.71903661609153,,,,,,,
delta Vol,109.207,-67.957,,,,,,,,,,1066.593,,,,,,,,,,,,1068.45,,,,,,,,,,,,1010.044,,,,,,,,,,,,1010.0,,,-0.12346771974623491,0.35441157180825944,-0.9269024543872263,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8575211977255845,397.74407915140614,,,,,,,
delta1 aps,245.087,-78.696,,1184.271,1179.998,125.544,493.288,,,,,,1428.582,16.628,,1184.86,1179.32,130.36,490.47,,,,,,1426.37,19.84,,149.804,1380.839,1209.747,66.019,,,,,,423.851,618.538,,152.82,1382.59,1213.71,72.04,,,,,,422.44,625.01,-0.08256950607690283,-0.17777514304304476,-0.9806009765354312,1.877680750287457,751.325482397609,,2.6237120649951207,747.2115098819074,,6.236924322131865,775.9664062960458,,,,,,,,3.072975268367727,740.9397762301603,,6.647824080103159,738.2265184210061,,,,,7.225214737293257,751.7875203140844,,,,,,,,,,
delta1 chamaeleontis,161.315,-80.47,297.916,720.698,1325.668,570.42,235.038,,,,,,1015.544,223.615,299.355,721.93,1325.49,575.1,235.97,,,,,,1012.87,228.14,168.342,162.875,940.104,1353.095,451.806,,,,,,214.662,1034.769,165.574,165.26,942.36,1354.25,458.26,,,,,,215.96,1038.41,-0.15683781496300983,0.0530409113149825,-0.9861990476189404,2.2630112681999246,594.7961497017277,,2.9723862467720927,599.6933287106002,,4.820417513037697,622.6804336897058,,,,,,,,2.6844085009550773,595.4264711112531,,6.520946250353559,604.0109258117769,,,,,5.807969180359031,600.111854323842,,,,,3.119702710195251,751.3198483342496,,,,
delta1_cha,161.318,-80.47,,,,,,1307.452,,,,,,,,,,,,1309.883,,,,,,,,,,,,502.038,,,,,,,,,,,,499.627,,,,,,,-0.15684059196364084,0.053032699233490625,-0.9861990476189404,,,,,,,,,,3.4238402416000957,608.6504931551441,,,,,,,,,,,,,,,,,,,,,,,,,
delta2 aps,245.112,-78.667,,1185.078,1179.215,124.961,494.198,,,,,,1429.032,16.781,,1185.67,1178.53,129.77,491.38,,,,,,1426.83,19.99,,150.344,1381.415,1208.96,65.675,,,,,,424.71,617.576,,153.36,1383.16,1212.92,71.69,,,,,,423.3,624.05,-0.082700795651306,-0.17826136503640358,-0.9805016390266765,1.8746332974745588,751.357395984095,,2.6147474065385174,747.2347481882784,,6.229613230369923,775.9829697229187,,,,,,,,3.0735516914475167,740.9632706821574,,6.6423903077131135,738.2214643994035,,,,,7.225673463421906,751.8123054326791,,,,,,,,,,
delta2 chamaeleontis,161.444,-80.54,,722.563,1326.532,568.11,234.812,,,,,,1017.942,221.378,,723.81,1326.35,572.79,235.73,,,,,,1015.27,225.9,,161.277,942.402,1353.988,449.355,,,,,,214.147,1033.744,,163.66,944.66,1355.15,455.81,,,,,,215.44,1037.39,-0.1558144887891528,0.05230419430966498,-0.9864005861418533,2.2653229350359,596.3247002263112,,2.968405801099379,601.1818165081175,,4.8220995427302835,624.2271594539925,,,,,,,,2.68955349454134,596.90793402333,,6.51995007649597,605.4441584489853,,,,,5.808769232806704,601.6243114269902,,,,,,,,,,
epsilon Ant,142.311,-35.952,,,,,,,,,,246.265,,,,,,,,,,,,243.54,,,,,,,,,,,,133.498,,,,,,,,,,,,137.99,,,-0.6405977040032986,0.49491374683304923,-0.5871072856142859,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.253921297469137,807.7681608605282,,,,,,,
epsilon Aps,215.594,-80.109,,1004.849,1180.818,318.293,441.929,,,,,,1240.389,150.817,,1005.63,1180.41,322.7,440.63,,,,,,1238.35,154.18,,214.108,1189.738,1208.974,249.525,,,,,,394.859,755.061,,216.78,1191.61,1211.85,255.22,,,,,,394.56,760.24,-0.13968033141084674,-0.09997917247074059,-0.9851363205612825,1.9159457194814613,603.2282156862359,,2.0608061529411095,602.0618955722077,,5.262416270117721,628.8201352533171,,,,,,,,2.783800459803119,595.9236321039803,,5.8412692113958,596.6375744956061,,,,,6.175095950671544,605.3204523225693,,,,,,,,,,
epsilon Car,125.628,-59.51,,,1495.009,1356.027,,,,,,823.865,,,,,1495.74,1359.97,,,,,,824.41,,,,,159.397,1516.931,,,,,,759.662,,,,,162.63,1513.32,,,,,,760.96,,,-0.29556377199048667,0.4124131561903772,-0.861717729472852,3.3146115911220106,947.7885494665991,,,,,5.34664100160097,963.747276675789,,,,,,,,,,,,,,,,,,,,1.4077744847808402,64.92641758175169,,,,,,,
epsilon Cen,204.972,-53.466,316.609,1044.768,358.354,573.123,1167.418,609.223,,1194.955,565.25,,865.334,916.939,316.775,1044.48,358.91,572.35,1166.87,612.189,,1194.884,563.44,,868.32,914.95,1162.569,1074.443,932.266,382.405,714.676,1164.931,,712.403,317.049,,1167.81,359.431,1163.174,1076.01,933.1,385.63,713.36,1167.946,,712.453,320.34,,1168.35,362.22,-0.5396476369266034,-0.25132083297239555,-0.8035037441565497,1.0023432545790611,436.58825923288407,127.13182580118446,3.03443503802612,423.0840518147664,127.13182580118446,3.3163464837076635,418.09556252129727,127.13182580118446,4.22934758562113,434.19887797759213,127.13182580118446,0.08683893136136035,437.91853998774707,127.13182580118446,1.5932460575818252,425.9016089427229,127.13182580118446,1.425538494745085,409.97465348482206,127.13182580118446,,,127.13182580118446,3.4255863731629836,426.6100103138697,127.13182580118446,,,127.13182580118446,0.6273603430246615,599.1311408206053,127.13182580118446,3.7558994927979343,480.93765625078686,127.13182580118446
epsilon Cha,179.905,-78.222,,790.408,1191.77,544.298,371.766,,,,,,1020.683,301.219,,791.41,1191.67,548.27,372.27,,,,,,1018.78,304.83,,280.33,965.357,1218.145,462.943,,,,,,350.904,922.363,,282.63,967.4,1219.72,468.35,,,,,,351.92,926.04,-0.20411989810017422,0.00033844391776185134,-0.9789458374472456,2.045445917153521,479.5761867524284,,2.157235499429795,483.06063263321306,,4.272868942525617,506.3798587029307,,,,,,,,2.5087853634777044,477.93644451956163,,5.430438748388603,484.4743495790051,,,,,5.153605533992609,484.21109084778305,,,,,,,,,,
epsilon Cir,229.412,-63.61,,1345.48,655.409,143.484,993.703,,,,,,1331.834,403.643,,1345.27,655.12,145.31,990.18,,,,,,1332.77,403.36,,648.721,1361.876,681.747,223.751,,,,,,938.246,262.92,,651.2,1362.9,686.73,225.5,,,,,,936.5,268.88,-0.28918468199016506,-0.3375406049565346,-0.8957893500750184,1.0640004699248151,612.3616124480699,,1.981063350829495,599.9729101384495,,5.307029771915762,618.4859165736922,,,,,,,,2.4878788153767104,595.6973920540529,,3.9332594625831967,581.6951627785811,,,,,5.966715092913331,606.25381153441,,,,,,,,,,
