starname,ra_act,dec_act,x_img_mx2,y_img_mx2,x_act_mx2,y_act_mx2
beta Mus,191.57039290296333,-68.10816514078776,835.3099975585938,619.3200073242188,834.7811033437098,617.4327894991018
beta TrA,238.78554847848648,-63.43058460489909,1473.0400390625,578.9500122070312,1473.3739352287525,576.2034757648319
beta Vol,126.43411637251964,-66.13699796549479,153.08999633789062,193.9499969482422,151.18240819254515,192.3671540072803
chi Cen,211.51170229416016,-41.179612382676865,1263.4200439453125,1479.1600341796875,1264.443147542088,1477.7895063115102
delta Cen,182.08971064522768,-50.72241717529297,595.3800048828125,1130.4200439453125,595.1854415822452,1129.433340775939
delta Cir,229.23637884323486,-60.95741742960612,1385.93994140625,728.7000122070312,1386.3074403593973,726.2808788599535
delta Cru,183.78614005049457,-58.74883358764649,683.5800170898438,889.1300048828125,683.187478931048,887.7636484354438
delta Mus,195.56793912892974,-71.54891615804037,885.260009765625,514.0399780273438,884.6764711438684,511.94869588483766
delta Oct,216.72858842312823,-83.66780301242405,975.25,98.30000305175781,974.287197910349,95.48017069704042
delta1 aps,245.08659031118498,-78.69580657280817,1184.8599853515625,152.82000732421875,1184.2706938867545,149.8039311052553
delta1 chamaeleontis,161.31531038289378,-80.46972273084853,721.9299926757812,165.25999450683594,720.6982669698601,162.87481018601375
delta2 aps,245.1116404695278,-78.66733079020182,1185.6700439453125,153.36000061035156,1185.077908228647,150.3444834015727
delta2 chamaeleontis,161.4436648446503,-80.5402494913737,723.8099975585938,163.66000366210938,722.5633870746909,161.2772587802931
epsilon Aps,215.59448488129303,-80.10888736300998,1005.6300048828125,216.77999877929688,1004.8487202033904,214.10762996897938
epsilon Cen,204.9719728150377,-53.46630631849501,1044.47998046875,1076.010009765625,1044.7683894199674,1074.4426785151259
epsilon Cha,179.90521683012415,-78.22188939751518,791.4099731445312,282.6300048828125,790.4075678380832,280.33044612974027
epsilon Cir,229.41185326821497,-63.610498474121094,1345.27001953125,651.2000122070312,1345.4798313530996,648.7208582471941
epsilon Cru,185.3397773012286,-60.40122374810113,717.97998046875,843.739990234375,717.5724166003828,842.2748534982805
epsilon Mus,184.3922355739465,-67.96071917046442,752.1400146484375,611.280029296875,751.4887620320135,609.4908537346942
epsilon TrA,234.17990871246207,-66.31719342719184,1358.300048828125,540.5,1358.4022929029802,537.8354472669414
epsilon Vol,121.98249196518167,-68.61716870117188,207.6199951171875,105.44000244140625,205.65088382885642,103.66281054427282
eta Aps,214.55670759277604,-81.00761111111112,991.9099731445312,189.39999389648438,991.078070280065,186.71071362927614
eta Cen,218.87676721573482,-42.15780708143446,1446.43994140625,1407.22998046875,1447.6267938497754,1405.58195193871
eta Cha,130.33206603512306,-78.9634691704644,565.7999877929688,51.02000045776367,564.2157801971675,48.679523174477936
eta Cir,226.2006054007453,-64.0315313381619,1295.6600341796875,660.5800170898438,1295.809689916816,658.1761793035012
eta Cru,181.72006478701158,-64.61366514078776,696.0900268554688,704.989990234375,695.4772871469264,703.3830838377235
eta Mus,198.8120609028493,-67.8946090766059,919.5900268554688,628.8800048828125,919.1817098161703,626.8955339901887
eta Vol,125.51900945826014,-73.4003904147678,378.17999267578125,89.51000213623047,376.41748281898936,87.48305911994066
eta1 tra,250.3470636353283,-68.2961106024848,1484.8800048828125,346.7900085449219,1484.9704085377243,343.6863656552955
gamma Aps,248.3633485295512,-78.89705352105035,1195.2900390625,130.82000732421875,1194.7042532954063,127.76053636187748
gamma Cen,190.37917099776772,-48.95963965182834,752.7100219726562,1217.1700439453125,752.801602308312,1216.09695241786
gamma Cha,158.86673132159748,-78.60766514078776,675.2100219726562,208.13999938964844,673.9572200599614,205.89035907742095
gamma Cir,230.84455986929405,-59.32077676052517,1438.219970703125,763.2899780273438,1438.6976411716596,760.8447665445574
gamma Cru,187.79146419856744,-57.11319291856554,739.1699829101562,951.510009765625,738.9223034186174,950.1559173447689
gamma Mus,188.11663966959622,-72.13294647894965,814.4299926757812,489.3699951171875,813.7131570672732,487.33928618854543
gamma TrA,229.7273802831117,-68.67941412353515,1266.93994140625,505.489990234375,1266.870939188388,502.9022219677962
iota Ant,164.17951294245665,-37.13786289130317,4.559999942779541,1430.239990234375,4.174779515306454,1430.2050162467945
iota Car,139.27250889830805,-59.275305301242405,65.47000122070312,488.1499938964844,63.85315825813632,487.06523793280417
iota Cha,141.03807307452104,-80.78708282470703,650.739990234375,76.70999908447266,649.3062981506947,74.28686565256453
iota Cru,191.40779975015948,-60.98122273084852,811.7100219726562,839.3499755859375,811.4111444131895,837.762600304503
iota Lup,214.85091718538106,-46.05786034817166,1302.7900390625,1291.1400146484375,1303.6585039631073,1289.517893632589
iota Oct,193.74474417134934,-85.12327981228299,895.2000122070312,60.72999954223633,894.0809456148811,57.9584358955467
iota1 musca,201.27989938240918,-74.88772018771701,936.1799926757812,406.0299987792969,935.5303051144654,403.7271199778861
kappa Cha,181.19350653664813,-76.51908689371744,785.22998046875,339.20001220703125,784.293619969595,336.99323425918146
kappa Cru,193.45445061879792,-60.37683155314128,841.1799926757812,860.6799926757812,840.9497490338002,859.0877496062594
kappa Oct,205.23249196518165,-85.78597171359593,925.0499877929688,34.95000076293945,923.9456577404756,32.10643092800774
kappa TrA,238.87300115168327,-68.6031095852322,1364.68994140625,443.3399963378906,1364.6991282977708,440.53288234428373
kappa1 aps,232.87817532375408,-73.38960907660591,1216.5699462890625,355.9700012207031,1216.260805495814,353.2215081372801
kappa1 volans,124.95434230279643,-71.51497222222223,316.1600036621094,107.08999633789062,314.32292972586947,105.16841765802928
kappa2 aps,235.08836502720928,-73.44672323947482,1233.469970703125,341.8599853515625,1233.1731566229405,339.0745947828955
kappa2 volans,125.01894280225923,-71.49669088406033,316.07000732421875,107.7300033569336,314.04233723537027,106.09103755835918
lambda Cen,173.94503962466914,-63.01974974568685,579.27001953125,719.4199829101562,578.5431367889516,717.97659690456
lambda Cru,193.66310723423211,-59.146529557969835,841.969970703125,899.1300048828125,841.7795048489056,897.5890630336221
lambda Mus,176.40160907407477,-66.72869495307074,649.6699829101562,622.3300170898438,648.9064391793355,620.6731455631941
mu centaurus,207.4042044921103,-42.47380606418186,1148.6600341796875,1443.93994140625,1149.5015314990846,1442.6683130965293
mu chameleon,150.18135431448184,-82.21466361490886,715.9000244140625,81.05999755859375,714.54454992026,78.56502731830687
mu musca,177.05969044881687,-66.81483638509114,658.2000122070312,622.4299926757812,657.4444200088581,620.7622433757097
mu vela,161.6924442066336,-49.420056827121314,183.8300018310547,1014.489990234375,183.05349019982623,1013.8620884245336
mu1 crucis,193.65341295209947,-57.16822349378798,837.8300170898438,960.5800170898438,837.7805453187142,959.4180418362224
mu2 crucis,193.6483887560307,-57.177779049343535,837.8900146484375,960.8800048828125,837.7141894018682,959.1125897015418
nu Cha,146.58804841120494,-76.77605911593967,571.8200073242188,192.97999572753906,570.431947051967,190.85189652225336
nu centaurus,207.3762839597282,-41.68772323947483,1152.3699951171875,1472.5999755859375,1153.2468074920373,1471.3455200509816
omega Car,153.43423302052125,-70.03788838026259,467.7099914550781,397.69000244140625,466.43074416495324,395.9800638657084
omega Oct,227.7843861644706,-84.78755504692926,994.5499877929688,44.81999969482422,993.5570992270106,41.8912699722041
omicron1 centaurus,172.94223590663074,-59.4422510172526,523.7999877929688,817.6900024414062,523.1357442951769,816.4339401536171
omicron2 centaurus,172.95276338877483,-59.51566666666667,524.8400268554688,815.6199951171875,524.1597751218238,814.3602129718892
phi Cen,209.5677516589272,-42.10074847412109,1205.989990234375,1451.780029296875,1206.9109555102204,1450.452232351986
phi Vel,149.21560300095052,-54.56769342719184,78.12999725341797,728.3599853515625,76.84774764014173,727.5467275966746
pi Cen,170.25200384602743,-54.49100025431315,418.4800109863281,944.0,417.85313432789417,943.0231099307011
pi Cha,174.31445218688202,-75.89647018771701,729.47998046875,341.6400146484375,728.4665164234832,339.5096433289391
pi1 octantis,225.45891240485898,-83.22752828640408,1011.7899780273438,97.54000091552734,1010.8781257782034,94.68738018096838
pi2 octantis,226.1944605506612,-83.03819393581814,1017.2999877929688,101.87000274658203,1016.4093576967507,99.00000957736438
rho Cen,182.91302808023104,-52.3685537753635,623.7000122070312,1082.3399658203125,623.4764675716631,1081.2721634695442
rho Lup,219.47158954303245,-49.42561238267687,1370.56005859375,1152.5400390625,1371.36433474983,1150.689881307523
rho Oct,235.82038873696328,-84.46524694824218,1021.989990234375,38.33000183105469,1021.0261630764442,35.35603057608432
sigma Cen,187.01007755413792,-50.23077828640408,689.6300048828125,1165.9300537109375,689.5950541412286,1164.862795147298
sigma Lup,218.1538670461057,-50.45700076293945,1330.5400390625,1126.4100341796875,1331.2594178297077,1124.5565465772224
tau Cen,189.42564689440374,-48.54122171359592,731.0599975585938,1228.3599853515625,731.1425759163565,1227.3127584497572
tau1 lupus,216.53431117646954,-45.22138939751519,1351.4100341796875,1311.68994140625,1352.363709545044,1310.0423920441535
tau2 lupus,216.54505945661663,-45.37938710869683,1349.9599609375,1306.1400146484375,1350.9058923059624,1304.4838824275812
theta Aps,211.3323743191273,-76.79672171359591,1005.989990234375,331.57000732421875,1005.347645183085,329.0625002457464
theta Car,160.73885344726872,-64.39438685438368,434.0299987792969,596.7000122070312,432.96811985554723,595.2794042350798
theta Cha,125.1606576261986,-77.48449643961588,505.2699890136719,35.86000061035156,503.5908778939495,33.58030201220572
theta Cir,224.18336232650933,-62.780833079020184,1285.3900146484375,709.6699829101562,1285.5840732433753,707.3444523807242
theta Mus,197.02916200039908,-65.3062530517578,897.760009765625,709.719970703125,897.4225661373073,707.8738940262627
theta Vol,129.7714257382932,-70.3868590766059,306.0199890136719,174.3699951171875,304.2613583925229,172.55427176476474
theta1 crucis,180.75646146608844,-63.312888125949435,673.1199951171875,740.6699829101562,672.5409516978235,739.1302653200862
theta2 crucis,181.07983305909252,-63.16561263699002,676.3200073242188,746.25,675.73598089185,744.7154166157259
upsilon Car,146.7779205323821,-65.07244342719184,295.8399963378906,455.44000244140625,294.4793377958172,454.0256581871745
upsilon1 centaurus,209.66986032032455,-44.80352701483832,1190.050048828125,1354.9300537109375,1190.8385997797482,1353.5076756318954
upsilon2 centaurus,210.43092521647597,-45.603470696343315,1202.5999755859375,1324.5899658203125,1203.3725757781203,1323.1228377969749
xi1 centaurus,195.88818205589104,-49.52733307902018,868.7899780273438,1208.06005859375,869.008352777516,1206.8380971927281
xi2 centaurus,196.72753025911376,-49.90616819254557,886.4500122070312,1196.27001953125,886.677422126095,1195.0115252530604
zeta Cen,208.8849075798462,-47.28830504692925,1155.8599853515625,1271.4000244140625,1156.5073604930044,1269.9276276931587
zeta Cha,143.471702025034,-80.94147323947483,662.6900024414062,84.47000122070312,661.2720106328634,82.04668350161455
zeta Cru,184.60880758948903,-64.00308333333334,729.6599731445312,732.1900024414062,729.1308458578513,730.5732805900135
zeta Lup,228.0713552489765,-52.09913761732313,1511.7900390625,1003.3900146484375,1512.6379797075524,1001.1789918254863
zeta TrA,247.11714792160316,-70.08447476535373,1409.0699462890625,337.67999267578125,1409.032609993179,334.6593912278231
zeta1 musca,185.54947125067702,-68.3075308295356,767.4099731445312,603.3499755859375,766.7696870278166,601.5186738827432
zeta2 musca,185.53081590242172,-67.522142449273,762.5700073242188,627.3599853515625,761.9571435348498,625.5651645969363
